Payment_ID,Order_ID,Payment_Method,Payment_Status,Amount
55039,71768,Card,FAILED,2550
55040,48550,Card,Success,1986
55041,2199,CARD,FAILED,0
55042,21009,Card,Pending,2380
55043,83397,Cash,Pending,2137
55044,38128,Card,Success,1374
55045,28604,UPI,FAILED,0
55046,6164,NetBanking,Success,3692
55047,71446,CARD,FAILED,2238
55048,70095,Card,Pending,3956
55049,744,,FAILED,2178
55050,6197,upi,FAILED,453
55051,44711,NetBanking,Success,3488
55052,15150,,Success,-100
55053,34361,NetBanking,FAILED,1447
55054,33141,Cash,Pending,2859
55055,42035,UPI,Pending,3594
55056,25539,Card,FAILED,543
55057,89776,CARD,FAILED,1506
55058,92240,UPI,Success,0
55059,56390,Card,FAILED,0
55060,34359,UPI,Success,3183
55061,84611,Cash,FAILED,-100
55062,63406,Card,Success,188
55063,24599,NetBanking,FAILED,4099
55064,42163,upi,Pending,0
55065,15745,Card,Success,0
55066,5447,UPI,Pending,3052
55067,60793,upi,Pending,1486
55068,99037,,Pending,1476
55069,76547,UPI,Success,-100
55070,98884,,Pending,0
55071,4641,CARD,FAILED,0
55072,46637,UPI,Success,3410
55073,69219,UPI,FAILED,302
55074,59256,Card,Pending,-100
55075,63296,UPI,FAILED,1215
55076,768,Card,Success,3432
55077,2359,,Success,1384
55078,55670,Card,Success,-100
55079,93336,NetBanking,FAILED,4916
55080,16987,Cash,FAILED,-100
55081,47390,Cash,FAILED,4610
55082,57413,NetBanking,Success,-100
55083,25263,NetBanking,Pending,3660
55084,28286,Cash,FAILED,0
55085,41704,NetBanking,FAILED,3758
55086,45092,,Success,4056
55087,22840,NetBanking,Pending,-100
55088,23548,UPI,FAILED,-100
55089,30382,,FAILED,696
55090,9673,UPI,Success,-100
55091,34117,Card,Success,0
55092,99259,UPI,Pending,4857
55093,88312,CARD,FAILED,0
55094,62651,,FAILED,3134
55095,87205,Cash,FAILED,-100
55096,23325,Card,Success,198
55097,87668,CARD,FAILED,4237
55098,22244,upi,Pending,1760
55099,5460,Card,FAILED,4413
55100,6718,upi,FAILED,4248
55101,47024,CARD,Pending,3532
55102,65903,Card,Success,0
55103,83255,,FAILED,0
55104,32847,Cash,FAILED,-100
55105,27070,Card,Pending,-100
55106,5228,Cash,FAILED,1455
55107,20016,,FAILED,-100
55108,96501,UPI,Success,-100
55109,71874,UPI,FAILED,1789
55110,38096,,FAILED,4505
55111,18905,Card,Pending,965
55112,3521,,Success,2862
55113,74990,,Pending,3557
55114,23597,Cash,Success,2142
55115,7613,,Success,0
55116,74318,Card,Success,4853
55117,61889,upi,Pending,-100
55118,58811,UPI,FAILED,0
55119,2544,NetBanking,Success,871
55120,99815,NetBanking,FAILED,1690
55121,63073,Cash,Success,-100
55122,9824,UPI,Success,3095
55123,74254,upi,Pending,1967
55124,84523,,FAILED,4089
55125,74753,Cash,Pending,3503
55126,80968,Cash,Success,1710
55127,36288,upi,FAILED,2778
55128,78391,,Pending,4032
55129,97742,UPI,FAILED,0
55130,24868,NetBanking,FAILED,3048
55131,48159,UPI,FAILED,4579
55132,30140,,Success,4885
55133,58861,UPI,FAILED,658
55134,15584,Cash,FAILED,2515
55135,98215,CARD,FAILED,0
55136,149,UPI,Pending,4173
55137,17052,Cash,Pending,1370
55138,16884,Card,Success,-100
55139,31356,Cash,FAILED,3352
55140,74902,Card,FAILED,2747
55141,9933,,Pending,3486
55142,95759,Card,Pending,1476
55143,47664,,Success,0
55144,53189,Cash,FAILED,0
55145,90668,NetBanking,Success,1778
55146,83325,,Success,3512
55147,89171,Cash,Pending,3733
55148,47698,Cash,FAILED,1540
55149,46651,UPI,Pending,-100
55150,84823,NetBanking,Pending,4914
55151,77366,,Pending,4725
55152,15473,Card,Success,1887
55153,64361,upi,Pending,2258
55154,31082,Card,FAILED,0
55155,55392,NetBanking,Success,0
55156,53883,UPI,FAILED,3672
55157,92674,,Success,3382
55158,40097,Card,Success,659
55159,79433,NetBanking,FAILED,-100
55160,46589,UPI,FAILED,3710
55161,68204,NetBanking,Success,3738
55162,5653,upi,FAILED,2924
55163,11907,upi,FAILED,2275
55164,96561,upi,FAILED,-100
55165,11532,CARD,FAILED,0
55166,49111,Card,Success,0
55167,255,,Pending,4180
55168,21559,upi,FAILED,0
55169,4793,NetBanking,Success,2026
55170,62895,,FAILED,2648
55171,4337,Card,Pending,0
55172,58207,Cash,Pending,4983
55173,45394,CARD,FAILED,1004
55174,24562,CARD,Pending,3153
55175,45496,UPI,FAILED,1214
55176,37800,,Success,3737
55177,56837,NetBanking,FAILED,3228
55178,76299,CARD,FAILED,2158
55179,14145,,Success,1247
55180,37255,Cash,Pending,0
55181,64670,Cash,Pending,405
55182,13811,UPI,Success,4346
55183,18732,upi,Pending,2048
55184,55432,UPI,FAILED,-100
55185,75324,NetBanking,Pending,0
55186,19591,NetBanking,Success,4781
55187,26079,UPI,Pending,-100
55188,92479,UPI,Success,0
55189,41243,Card,FAILED,0
55190,72394,NetBanking,Success,2935
55191,88861,,Success,-100
55192,50269,,FAILED,0
55193,53684,,FAILED,1356
55194,63607,,FAILED,-100
55195,21796,NetBanking,FAILED,275
55196,36010,,Success,0
55197,59285,Card,Success,1181
55198,65028,UPI,FAILED,0
55199,21714,,FAILED,679
55200,2615,Cash,Success,4664
55201,13477,Cash,Success,2761
55202,74145,Cash,Success,0
55203,53672,upi,FAILED,-100
55204,91367,CARD,FAILED,-100
55205,52029,upi,FAILED,1201
55206,12182,UPI,Success,371
55207,9855,Cash,Pending,-100
55208,70971,UPI,Success,2508
55209,8146,Card,FAILED,4480
55210,7704,NetBanking,Success,-100
55211,78952,UPI,FAILED,-100
55212,43940,upi,Pending,0
55213,72459,Card,FAILED,3334
55214,51324,Card,FAILED,4856
55215,62077,,FAILED,3853
55216,81128,,FAILED,-100
55217,85514,NetBanking,Pending,-100
55218,90185,UPI,FAILED,1288
55219,37572,UPI,FAILED,-100
55220,79534,UPI,Success,2355
55221,51391,UPI,Success,1734
55222,3745,Card,Success,-100
55223,40393,UPI,Success,4412
55224,71149,,Pending,651
55225,9962,upi,FAILED,1661
55226,43868,UPI,Success,0
55227,95776,upi,Pending,1240
55228,45946,Cash,FAILED,977
55229,25609,upi,FAILED,1241
55230,58826,,FAILED,2705
55231,57435,Cash,Pending,1024
55232,17526,Card,Success,-100
55233,90484,UPI,Success,2793
55234,65154,CARD,FAILED,2460
55235,3027,CARD,FAILED,2154
55236,88344,,Pending,-100
55237,70374,Card,FAILED,-100
55238,48980,Card,Success,-100
55239,91698,CARD,FAILED,-100
55240,20370,,Success,-100
55241,25274,Card,Pending,-100
55242,6803,Cash,Pending,2322
55243,1616,Cash,FAILED,0
55244,49348,,FAILED,3128
55245,33259,upi,FAILED,4145
55246,6713,Cash,FAILED,-100
55247,86828,NetBanking,FAILED,1806
55248,22698,NetBanking,FAILED,-100
55249,54246,Cash,FAILED,2429
55250,23728,Card,Success,3778
55251,89977,Cash,Pending,1900
55252,36557,NetBanking,FAILED,4595
55253,9518,NetBanking,Pending,4297
55254,56822,Card,Success,1217
55255,45947,,Success,1648
55256,49365,NetBanking,Success,0
55257,92756,Card,Success,3713
55258,60252,NetBanking,Success,2004
55259,60944,,Success,0
55260,87378,,Success,0
55261,39024,Cash,Pending,4594
55262,93391,Card,Success,4817
55263,41585,NetBanking,Success,161
55264,8141,Card,Success,2354
55265,93372,UPI,Success,0
55266,32118,Cash,Pending,0
55267,42080,Card,FAILED,-100
55268,21245,,FAILED,877
55269,77739,upi,Pending,0
55270,4929,CARD,Pending,4277
55271,10163,UPI,Success,528
55272,94686,,Pending,167
55273,82613,Cash,FAILED,0
55274,31613,UPI,Success,1491
55275,12716,upi,FAILED,0
55276,65601,UPI,Success,1150
55277,22687,CARD,FAILED,2078
55278,6154,UPI,Success,4102
55279,90399,Cash,Success,858
55280,15383,Cash,FAILED,4027
55281,32059,,Success,0
55282,17128,UPI,FAILED,3889
55283,18947,UPI,Success,4113
55284,96403,,Pending,-100
55285,38928,Card,Success,-100
55286,66322,Card,FAILED,1814
55287,75337,Card,Success,3378
55288,75104,Cash,FAILED,-100
55289,45265,CARD,Pending,0
55290,45554,Card,FAILED,1383
55291,34063,CARD,FAILED,1661
55292,63959,UPI,FAILED,0
55293,84073,CARD,Pending,1198
55294,86948,UPI,FAILED,4813
55295,88015,upi,Pending,312
55296,55048,Cash,Success,3734
55297,34713,Card,FAILED,2527
55298,3484,Card,Success,2258
55299,16180,Cash,Success,3469
55300,65586,upi,FAILED,-100
55301,32655,UPI,Pending,0
55302,36585,NetBanking,Success,3522
55303,29393,UPI,Success,-100
55304,48802,Cash,Pending,-100
55305,92065,UPI,FAILED,-100
55306,78714,UPI,FAILED,2201
55307,20192,Cash,Pending,1775
55308,90083,NetBanking,Pending,-100
55309,59932,CARD,FAILED,0
55310,44875,Cash,FAILED,-100
55311,15385,UPI,Success,0
55312,29348,UPI,FAILED,3370
55313,55135,,Success,2533
55314,68605,upi,FAILED,271
55315,40529,Cash,Success,1469
55316,31979,,Success,4309
55317,47058,Card,Pending,-100
55318,56491,Card,FAILED,3637
55319,15205,,Pending,1945
55320,79778,Cash,FAILED,556
55321,27709,UPI,Success,2199
55322,97210,UPI,Success,-100
55323,1223,UPI,Success,3867
55324,33628,Card,Pending,-100
55325,16518,Card,Success,0
55326,1921,NetBanking,FAILED,0
55327,38467,upi,FAILED,3643
55328,70197,Card,Success,-100
55329,5656,,Pending,609
55330,20243,upi,Pending,3882
55331,84092,,Success,3255
55332,7691,Card,Success,-100
55333,31545,CARD,FAILED,-100
55334,5751,Card,Success,-100
55335,94668,Cash,Pending,2172
55336,75719,CARD,FAILED,2873
55337,43241,,Success,0
55338,84856,upi,Pending,844
55339,68932,NetBanking,Success,1866
55340,72222,,Success,-100
55341,12769,,Pending,751
55342,4164,,Success,3022
55343,65713,Cash,FAILED,0
55344,99334,,Success,0
55345,32500,upi,FAILED,0
55346,80728,NetBanking,Success,-100
55347,16814,Cash,FAILED,1139
55348,82667,NetBanking,Success,-100
55349,53970,UPI,FAILED,0
55350,97359,CARD,FAILED,2358
55351,79493,,Success,495
55352,14497,CARD,Pending,0
55353,75465,NetBanking,FAILED,0
55354,45964,NetBanking,Success,2332
55355,27407,Cash,FAILED,-100
55356,33542,,FAILED,0
55357,99402,upi,FAILED,0
55358,80225,Card,Success,-100
55359,40321,Card,Success,2428
55360,97876,upi,FAILED,0
55361,73919,NetBanking,Pending,-100
55362,70701,upi,FAILED,0
55363,37913,UPI,FAILED,2296
55364,43822,Card,FAILED,0
55365,98223,,FAILED,0
55366,33716,NetBanking,FAILED,3681
55367,29843,UPI,FAILED,1387
55368,3519,Cash,FAILED,1441
55369,85025,upi,FAILED,-100
55370,41022,Cash,Pending,2539
55371,15166,UPI,Success,1463
55372,38761,Cash,FAILED,2942
55373,27214,CARD,FAILED,4505
55374,69186,Card,FAILED,-100
55375,51795,UPI,Success,-100
55376,34741,UPI,FAILED,1163
55377,65419,UPI,FAILED,-100
55378,66594,,FAILED,487
55379,68865,,FAILED,1659
55380,87724,NetBanking,FAILED,2611
55381,57451,UPI,Pending,1152
55382,68024,Cash,Success,1895
55383,67641,NetBanking,FAILED,3172
55384,4105,NetBanking,FAILED,3710
55385,26773,UPI,FAILED,2845
55386,14881,NetBanking,Pending,3603
55387,69984,upi,FAILED,1113
55388,86061,Cash,FAILED,4485
55389,45841,NetBanking,Pending,0
55390,65070,,FAILED,4198
55391,72093,Card,FAILED,0
55392,17054,UPI,FAILED,3428
55393,1892,UPI,Pending,0
55394,50813,,Pending,3258
55395,38339,Cash,FAILED,3263
55396,39508,Cash,FAILED,1028
55397,21272,Card,Success,1743
55398,15032,upi,FAILED,4564
55399,56332,NetBanking,Success,0
55400,86079,NetBanking,FAILED,-100
55401,57278,UPI,Success,2360
55402,9014,Cash,Success,2702
55403,98675,NetBanking,FAILED,-100
55404,11860,Cash,FAILED,0
55405,97941,NetBanking,Success,-100
55406,49441,UPI,Pending,0
55407,74711,CARD,FAILED,4302
55408,87891,,FAILED,0
55409,50336,UPI,Pending,0
55410,6356,Card,Success,-100
55411,58908,Cash,FAILED,1888
55412,13533,,Pending,1241
55413,37621,CARD,FAILED,2725
55414,74871,Card,FAILED,4612
55415,26903,Card,FAILED,4642
55416,20642,Card,Pending,0
55417,60046,CARD,FAILED,0
55418,51650,upi,FAILED,0
55419,78041,Card,Success,-100
55420,97918,Card,Success,4378
55421,37057,Card,FAILED,4344
55422,20252,,Pending,2562
55423,45400,Card,Success,624
55424,33959,Cash,Pending,1948
55425,59891,Card,Success,546
55426,85429,Card,Success,-100
55427,23987,UPI,Success,498
55428,5090,Card,FAILED,-100
55429,64397,UPI,Success,0
55430,86968,Card,Success,-100
55431,26034,upi,Pending,-100
55432,12682,Cash,FAILED,614
55433,44320,Cash,FAILED,4702
55434,60560,,FAILED,-100
55435,10942,NetBanking,FAILED,3236
55436,47116,UPI,Pending,-100
55437,62592,Card,FAILED,-100
55438,44245,,FAILED,3128
55439,95234,,FAILED,3057
55440,91547,UPI,Success,4233
55441,14836,,FAILED,0
55442,43614,,FAILED,-100
55443,8656,UPI,Success,-100
55444,40098,UPI,Success,3834
55445,53596,Card,Pending,2684
55446,40914,NetBanking,FAILED,-100
55447,40877,,FAILED,0
55448,71838,NetBanking,Pending,4475
55449,62515,NetBanking,FAILED,2247
55450,87668,Card,Success,2800
55451,75573,CARD,FAILED,4353
55452,66124,,Success,2207
55453,81070,NetBanking,Success,3380
55454,91019,CARD,FAILED,0
55455,75534,CARD,Pending,0
55456,32989,Card,Success,1918
55457,31800,upi,FAILED,974
55458,49928,Cash,Pending,3584
55459,67641,UPI,FAILED,585
55460,89912,Card,Success,4797
55461,31398,NetBanking,FAILED,3596
55462,65827,Card,Success,0
55463,58455,UPI,FAILED,-100
55464,36244,Card,FAILED,4363
55465,9830,CARD,FAILED,1602
55466,16011,,FAILED,1607
55467,38736,NetBanking,FAILED,0
55468,49698,NetBanking,FAILED,164
55469,74101,upi,Pending,1103
55470,90593,NetBanking,FAILED,-100
55471,75773,Card,Pending,1753
55472,12482,upi,FAILED,1358
55473,81284,Card,Success,-100
55474,83211,Card,Success,4655
55475,12046,Card,Success,511
55476,92562,Cash,Success,0
55477,21101,Card,Pending,2253
55478,42017,Cash,Success,-100
55479,37716,Cash,FAILED,811
55480,56132,Cash,FAILED,4881
55481,35300,Cash,Pending,477
55482,12712,UPI,Success,4466
55483,70369,UPI,Success,0
55484,81344,Cash,Pending,-100
55485,74106,UPI,Success,1344
55486,15926,,Success,-100
55487,72200,CARD,Pending,-100
55488,55767,CARD,FAILED,1570
55489,76464,,Success,2336
55490,31381,Cash,Pending,1506
55491,28997,NetBanking,Success,3056
55492,5484,Card,Success,0
55493,93308,UPI,Success,1600
55494,80963,upi,FAILED,3464
55495,16100,,FAILED,0
55496,32472,NetBanking,FAILED,3601
55497,49979,upi,FAILED,2805
55498,51771,Card,Success,0
55499,40977,Card,Success,1845
55500,29233,,FAILED,472
55501,14098,NetBanking,Success,-100
55502,70989,UPI,Pending,354
55503,55315,NetBanking,Success,-100
55504,52386,CARD,Pending,3069
55505,27285,,FAILED,0
55506,61451,,Success,2827
55507,71544,NetBanking,FAILED,2467
55508,81434,upi,FAILED,3980
55509,62178,Cash,Success,2523
55510,63018,UPI,Pending,2476
55511,50870,NetBanking,FAILED,0
55512,11638,UPI,FAILED,1290
55513,47242,CARD,Pending,0
55514,39729,,FAILED,3881
55515,17354,CARD,Pending,0
55516,84809,CARD,FAILED,0
55517,27813,Cash,FAILED,0
55518,57212,,Success,2113
55519,88518,,FAILED,2090
55520,5116,NetBanking,FAILED,-100
55521,33303,Card,Success,4379
55522,22078,UPI,Success,4936
55523,20540,Cash,Pending,-100
55524,47542,Cash,FAILED,-100
55525,40644,UPI,Success,-100
55526,35220,Cash,FAILED,4878
55527,43749,Card,FAILED,481
55528,10680,NetBanking,Success,2655
55529,38873,CARD,FAILED,0
55530,96881,Cash,FAILED,0
55531,23391,Card,Pending,0
55532,64230,NetBanking,FAILED,2554
55533,12283,Cash,Success,4322
55534,79371,Cash,FAILED,3449
55535,63684,Card,Success,3924
55536,33251,Cash,FAILED,1486
55537,36037,NetBanking,Pending,3141
55538,77979,CARD,Pending,1835
55539,85060,,Success,4463
55540,23898,NetBanking,FAILED,0
55541,64368,Cash,Success,0
55542,54718,UPI,FAILED,4743
55543,16247,Card,FAILED,592
55544,7484,upi,FAILED,663
55545,63327,UPI,Success,2747
55546,13505,NetBanking,Pending,3153
55547,70295,upi,FAILED,3520
55548,33114,UPI,Success,0
55549,19710,Card,Success,1534
55550,19109,CARD,FAILED,-100
55551,58031,,FAILED,4502
55552,87937,CARD,Pending,-100
55553,27903,UPI,Success,674
55554,58408,Cash,Pending,1609
55555,30096,Card,Success,2357
55556,78337,UPI,FAILED,1906
55557,58576,NetBanking,Success,3496
55558,83523,,FAILED,3391
55559,30734,CARD,FAILED,1659
55560,93974,upi,Pending,1198
55561,16052,Cash,FAILED,0
55562,18770,UPI,FAILED,1467
55563,96858,,Success,2108
55564,41577,NetBanking,FAILED,3920
55565,83379,Card,FAILED,0
55566,31966,,FAILED,0
55567,51391,NetBanking,Success,3884
55568,40236,Card,Success,2800
55569,99538,Cash,Success,768
55570,17046,Card,Success,115
55571,6748,Card,Success,945
55572,84474,UPI,Success,-100
55573,52591,NetBanking,Pending,1618
55574,5348,CARD,FAILED,-100
55575,7815,NetBanking,FAILED,-100
55576,4659,NetBanking,Success,2806
55577,61127,CARD,FAILED,-100
55578,4524,Card,Success,0
55579,56168,Card,FAILED,977
55580,44081,upi,FAILED,0
55581,90787,NetBanking,Success,4629
55582,55530,CARD,FAILED,1274
55583,54096,,FAILED,0
55584,97584,,FAILED,1994
55585,95223,UPI,Success,2699
55586,37743,NetBanking,Pending,-100
55587,28799,UPI,Success,4707
55588,83781,UPI,Success,2325
55589,75058,Card,Pending,1078
55590,36559,,Success,1159
55591,19467,upi,FAILED,-100
55592,65123,upi,Pending,3431
55593,84950,UPI,Success,0
55594,24841,NetBanking,Success,2458
55595,86739,Cash,FAILED,4748
55596,92589,Cash,Pending,0
55597,93665,UPI,FAILED,1102
55598,7594,Card,Success,-100
55599,71203,Card,Success,3774
55600,70973,UPI,Success,0
55601,36453,UPI,Success,-100
55602,8116,,Success,345
55603,85265,NetBanking,FAILED,1151
55604,91260,,Success,-100
55605,77693,UPI,Success,3357
55606,54155,,Success,3237
55607,40077,Card,Success,0
55608,71857,upi,Pending,0
55609,20918,UPI,FAILED,3610
55610,82245,UPI,Success,0
55611,1022,upi,FAILED,-100
55612,54644,,Success,-100
55613,24852,Cash,Success,-100
55614,4323,upi,FAILED,-100
55615,36641,NetBanking,Pending,1610
55616,9953,CARD,Pending,4958
55617,72898,Cash,FAILED,1912
55618,13468,upi,Pending,3016
55619,12478,Cash,Success,895
55620,75690,CARD,Pending,3856
55621,48411,Card,Success,2337
55622,83904,Card,Success,2799
55623,2597,NetBanking,Success,720
55624,83898,NetBanking,Success,3202
55625,65784,UPI,FAILED,0
55626,86604,UPI,FAILED,4475
55627,48305,Card,FAILED,3558
55628,33973,,Pending,446
55629,89759,Card,Success,4188
55630,99321,,FAILED,-100
55631,22134,UPI,FAILED,1651
55632,16806,NetBanking,FAILED,4394
55633,53127,NetBanking,FAILED,2291
55634,26804,NetBanking,FAILED,2005
55635,48018,,Success,0
55636,97368,Card,Success,-100
55637,40822,NetBanking,Pending,444
55638,7349,UPI,Success,2812
55639,35588,Card,Success,4925
55640,61510,Card,Pending,0
55641,16847,,Success,3456
55642,6695,NetBanking,Success,3924
55643,89134,UPI,FAILED,4433
55644,34326,,Pending,2362
55645,45024,,Success,4242
55646,58594,CARD,Pending,102
55647,17874,UPI,Success,3950
55648,44334,CARD,FAILED,-100
55649,36831,Cash,FAILED,0
55650,21264,upi,FAILED,-100
55651,77713,CARD,Pending,0
55652,10569,Cash,FAILED,387
55653,46150,Cash,Success,-100
55654,77641,Cash,Pending,0
55655,82634,NetBanking,Success,4681
55656,31314,NetBanking,FAILED,0
55657,71600,Card,Pending,-100
55658,59187,Cash,Success,4090
55659,90997,,Success,935
55660,99594,UPI,FAILED,-100
55661,54948,NetBanking,Pending,4190
55662,73036,Cash,FAILED,2365
55663,1992,Card,Success,2799
55664,94486,Card,Success,1942
55665,11827,UPI,FAILED,141
55666,96921,Cash,Success,4738
55667,74367,CARD,FAILED,1445
55668,35405,UPI,FAILED,4935
55669,94093,,Success,1532
55670,48560,,Pending,4894
55671,30597,CARD,Pending,2115
55672,28007,Cash,Success,3335
55673,48606,Card,Success,0
55674,48025,Card,FAILED,3217
55675,76175,UPI,FAILED,2515
55676,60337,UPI,Success,-100
55677,95282,NetBanking,Pending,4008
55678,70252,Cash,Success,2856
55679,98526,Cash,FAILED,2057
55680,60257,upi,Pending,-100
55681,22084,CARD,Pending,2224
55682,21699,upi,Pending,2972
55683,51352,UPI,Success,384
55684,93179,Card,Success,0
55685,94691,Cash,Pending,297
55686,6207,UPI,Success,4004
55687,92454,UPI,FAILED,412
55688,7948,Card,Pending,1711
55689,90300,CARD,FAILED,4224
55690,34676,NetBanking,FAILED,2051
55691,62197,,FAILED,438
55692,54169,Cash,FAILED,-100
55693,7481,,Success,129
55694,57696,CARD,FAILED,3613
55695,22273,Cash,FAILED,4691
55696,53903,Cash,Pending,2410
55697,60939,Card,Success,-100
55698,27476,CARD,FAILED,4101
55699,31830,Cash,Success,1742
55700,61072,Cash,Pending,3474
55701,36326,UPI,Success,-100
55702,41074,UPI,FAILED,0
55703,79167,Card,Success,612
55704,60278,CARD,Pending,2629
55705,51583,Card,FAILED,4871
55706,61351,upi,Pending,-100
55707,73225,UPI,Success,4981
55708,17807,CARD,Pending,4127
55709,73632,UPI,Pending,3222
55710,19676,upi,FAILED,0
55711,97569,Card,Pending,2356
55712,50521,Card,Success,2177
55713,22916,Cash,Success,3586
55714,59738,Cash,FAILED,0
55715,61644,CARD,Pending,0
55716,61227,NetBanking,Success,0
55717,90475,,Success,1014
55718,86189,CARD,FAILED,-100
55719,28371,Card,FAILED,3580
55720,70068,UPI,Success,0
55721,37088,CARD,Pending,2893
55722,60494,UPI,Success,-100
55723,47689,CARD,Pending,659
55724,25553,NetBanking,FAILED,0
55725,88885,NetBanking,FAILED,0
55726,22725,Card,Success,1611
55727,47959,CARD,FAILED,-100
55728,92467,upi,FAILED,-100
55729,97634,NetBanking,Pending,-100
55730,85007,CARD,FAILED,819
55731,26941,UPI,Pending,0
55732,29515,,FAILED,0
55733,41301,upi,Pending,1868
55734,88104,CARD,FAILED,2538
55735,96950,Card,Success,3716
55736,79119,upi,Pending,501
55737,76019,upi,FAILED,-100
55738,37160,NetBanking,Pending,0
55739,21940,Card,Success,-100
55740,57975,UPI,FAILED,4480
55741,43185,Cash,Success,4703
55742,43934,Card,Pending,0
55743,80310,NetBanking,FAILED,4979
55744,31410,UPI,FAILED,3616
55745,3612,Cash,FAILED,948
55746,44239,Card,Success,3342
55747,14395,Cash,FAILED,3105
55748,90769,upi,FAILED,223
55749,81606,,Success,2368
55750,68555,upi,Pending,0
55751,57509,Card,Success,-100
55752,1489,Card,FAILED,0
55753,32939,upi,Pending,0
55754,11441,Card,Success,1283
55755,20427,,Pending,2605
55756,75000,NetBanking,Success,366
55757,72187,CARD,FAILED,-100
55758,34986,,Pending,980
55759,32335,NetBanking,Success,1710
55760,43746,NetBanking,FAILED,156
55761,6057,,Pending,4156
55762,34972,UPI,Pending,-100
55763,39625,,Success,-100
55764,64027,Cash,Success,4362
55765,656,,Success,-100
55766,45763,,Success,2590
55767,57985,Card,Success,2168
55768,24126,,Success,4206
55769,62973,Cash,Success,1846
55770,6463,Card,FAILED,1747
55771,28463,Cash,Pending,2039
55772,63072,UPI,FAILED,-100
55773,15450,NetBanking,Success,403
55774,46916,NetBanking,Success,1095
55775,63603,Card,Success,638
55776,97734,CARD,Pending,3845
55777,19776,Card,Success,1522
55778,90568,UPI,Success,1120
55779,56131,UPI,Success,3749
55780,53575,Card,Success,3725
55781,97817,CARD,Pending,-100
55782,29396,CARD,Pending,2263
55783,24416,,FAILED,3419
55784,28861,Cash,FAILED,0
55785,3063,Card,Success,-100
55786,38313,upi,Pending,-100
55787,20956,CARD,FAILED,204
55788,91994,NetBanking,FAILED,4491
55789,22137,UPI,FAILED,3801
55790,80272,Cash,FAILED,4114
55791,13588,NetBanking,Pending,0
55792,95556,Card,Pending,3763
55793,63428,Cash,FAILED,1771
55794,38083,UPI,Pending,2459
55795,95976,,Success,1531
55796,57824,Card,Success,3363
55797,23224,Cash,FAILED,4928
55798,53807,UPI,Success,0
55799,71120,Card,Success,0
55800,5990,CARD,FAILED,3902
55801,35154,NetBanking,Success,-100
55802,5090,Card,Success,734
55803,73786,upi,FAILED,3671
55804,72523,Card,Success,1663
55805,30290,Card,FAILED,335
55806,71862,CARD,FAILED,516
55807,69289,NetBanking,FAILED,-100
55808,71877,,Success,0
55809,3977,Card,Pending,1082
55810,72045,CARD,FAILED,0
55811,42600,CARD,FAILED,900
55812,89799,CARD,Pending,-100
55813,32321,,FAILED,-100
55814,91864,NetBanking,Success,3428
55815,35868,UPI,Pending,-100
55816,70914,NetBanking,FAILED,275
55817,93068,Cash,FAILED,614
55818,34367,NetBanking,Success,4460
55819,29742,Card,Pending,542
55820,54514,,FAILED,2794
55821,56048,Cash,Success,3638
55822,81671,UPI,FAILED,-100
55823,1646,UPI,Success,3903
55824,366,UPI,FAILED,3437
55825,57411,Cash,Success,2902
55826,77118,NetBanking,Pending,0
55827,41236,Card,FAILED,4349
55828,45917,UPI,Success,693
55829,20985,UPI,Success,3212
55830,16241,upi,FAILED,3525
55831,30663,CARD,FAILED,2008
55832,44670,NetBanking,FAILED,-100
55833,59035,,Pending,4992
55834,38483,,Pending,3112
55835,10045,NetBanking,FAILED,432
55836,8303,NetBanking,FAILED,3103
55837,30563,UPI,Pending,0
55838,51889,upi,Pending,-100
55839,72902,Card,FAILED,2234
55840,99657,UPI,Success,0
55841,44527,NetBanking,FAILED,4287
55842,33624,Card,FAILED,1732
55843,19800,UPI,Success,0
55844,70521,Card,Success,-100
55845,70357,UPI,Success,-100
55846,64029,upi,Pending,4036
55847,29099,CARD,FAILED,1501
55848,51428,NetBanking,Success,1932
55849,28570,CARD,FAILED,1720
55850,73731,,FAILED,-100
55851,95740,NetBanking,FAILED,753
55852,22359,Card,Pending,-100
55853,96531,,Success,-100
55854,9763,NetBanking,Success,0
55855,61071,UPI,Success,-100
55856,89751,UPI,Pending,3040
55857,57804,Cash,Success,0
55858,41449,UPI,FAILED,0
55859,5006,Card,FAILED,3622
55860,59354,upi,Pending,0
55861,62977,Cash,FAILED,-100
55862,75343,,FAILED,443
55863,28713,,FAILED,-100
55864,44737,Card,Success,-100
55865,6596,CARD,FAILED,4159
55866,73812,NetBanking,FAILED,-100
55867,91311,,Success,2108
55868,79668,Cash,Pending,-100
55869,93360,UPI,Success,4012
55870,91780,upi,Pending,885
55871,92956,Cash,FAILED,402
55872,88106,UPI,FAILED,1293
55873,45954,Cash,Success,3083
55874,39703,NetBanking,Success,0
55875,2269,Cash,FAILED,0
55876,21728,upi,FAILED,2077
55877,271,CARD,FAILED,-100
55878,36759,CARD,FAILED,188
55879,422,,Success,1443
55880,76174,Cash,Success,1959
55881,49272,,FAILED,2739
55882,37297,Card,Success,0
55883,89468,Card,FAILED,-100
55884,11711,,Success,4775
55885,99555,Cash,Success,2220
55886,36248,,Success,4347
55887,59921,,Success,3129
55888,20743,UPI,Success,3174
55889,37976,Card,Success,-100
55890,98109,Card,Success,1722
55891,22070,Card,Pending,258
55892,80565,Cash,Success,2508
55893,58555,NetBanking,Success,-100
55894,89976,,Success,4734
