Return_ID,Order_ID,Issue_Type,Refund_Amount,Status
11467,93112,,3181,processed
11468,79608,,99999,processed
11469,87969,Wrong Item,1396,processed
11470,64462,damaged,99999,PENDING
11471,54953,Damaged,1285,Processed
11472,24642,Missing Item,0,Processed
11473,76697,Late Delivery,-200,processed
11474,84981,,2807,Processed
11475,38470,damaged,99999,PENDING
11476,52215,Late Delivery,3183,Processed
11477,84627,Missing Item,-200,processed
11478,82919,WRONG,714,Processed
11479,6586,Late Delivery,0,PENDING
11480,5869,Wrong Item,3216,PENDING
11481,70728,,99999,processed
11482,99830,Missing Item,0,PENDING
11483,46684,Wrong Item,1795,Pending
11484,65149,Late Delivery,99999,processed
11485,47656,,-200,processed
11486,49663,Wrong Item,1918,Pending
11487,3969,Missing Item,2841,Pending
11488,64678,damaged,1874,PENDING
11489,10860,,-200,PENDING
11490,32011,Wrong Item,0,PENDING
11491,8833,Late Delivery,3247,PENDING
11492,84613,damaged,2976,Rejected
11493,92463,,99999,Processed
11494,9097,Late Delivery,4034,Processed
11495,84293,Late Delivery,382,PENDING
11496,87035,Damaged,0,Rejected
11497,46971,Wrong Item,-200,processed
11498,9016,WRONG,-200,Processed
11499,38940,Late Delivery,4318,Rejected
11500,70421,WRONG,4422,Processed
11501,28832,Wrong Item,1605,Processed
11502,21426,Wrong Item,3775,Rejected
11503,85922,Missing Item,0,PENDING
11504,69918,,2668,processed
11505,40579,Wrong Item,0,PENDING
11506,34361,Late Delivery,-200,Rejected
11507,53816,damaged,-200,Rejected
11508,56384,WRONG,1943,Processed
11509,99527,,0,processed
11510,50009,Missing Item,99999,Rejected
11511,58425,Late Delivery,3980,Processed
11512,72801,Wrong Item,99999,Rejected
11513,90390,,-200,Processed
11514,61856,WRONG,0,processed
11515,94745,damaged,4535,Pending
11516,36669,Late Delivery,-200,processed
11517,90789,damaged,4104,Rejected
11518,21393,Missing Item,99999,PENDING
11519,21941,Damaged,4542,PENDING
11520,75956,Missing Item,4735,PENDING
11521,61916,Late Delivery,511,Pending
11522,42631,Missing Item,631,Rejected
11523,4802,,99999,processed
11524,50867,Missing Item,-200,Processed
11525,78841,WRONG,2881,Rejected
11526,90859,Late Delivery,99999,Processed
11527,80280,Damaged,2428,PENDING
11528,40717,Late Delivery,1273,Pending
11529,60496,WRONG,99999,PENDING
11530,8116,Wrong Item,4007,Processed
11531,94789,damaged,1036,Rejected
11532,69614,Wrong Item,0,Processed
11533,67007,Missing Item,99999,Pending
11534,4972,Damaged,4798,Pending
11535,36707,Missing Item,99999,PENDING
11536,37455,WRONG,2305,Rejected
11537,82,damaged,-200,Rejected
11538,550,Wrong Item,0,PENDING
11539,74406,Wrong Item,-200,processed
11540,29966,damaged,1008,PENDING
11541,16114,Missing Item,4792,processed
11542,60762,Damaged,3406,processed
11543,27800,Late Delivery,2170,processed
11544,78923,Late Delivery,1710,PENDING
11545,86154,damaged,-200,processed
11546,15227,,3246,Pending
11547,12960,Missing Item,317,Pending
11548,55649,Damaged,-200,Processed
11549,52646,Wrong Item,-200,Pending
11550,37823,Damaged,1112,PENDING
11551,15749,Wrong Item,0,Pending
11552,10525,Damaged,99999,Processed
11553,91698,Late Delivery,0,PENDING
11554,6041,Missing Item,1515,Pending
11555,82142,Missing Item,2624,Rejected
11556,53027,Damaged,-200,Processed
11557,59460,Late Delivery,-200,Processed
11558,66684,Wrong Item,0,PENDING
11559,85739,Late Delivery,99999,PENDING
11560,43113,Missing Item,-200,Processed
11561,91808,damaged,0,Rejected
11562,25201,damaged,170,Processed
11563,71705,Damaged,1046,Pending
11564,42468,Damaged,3422,Pending
11565,44989,,3456,Rejected
11566,95367,Late Delivery,1054,processed
11567,21218,Wrong Item,0,Pending
11568,38415,,4837,processed
11569,91707,,3426,processed
11570,2550,Missing Item,2707,PENDING
11571,66684,Missing Item,918,Rejected
11572,83852,Damaged,-200,Processed
11573,63551,Missing Item,0,processed
11574,3373,Missing Item,-200,Pending
11575,87984,,2392,PENDING
11576,76953,Damaged,0,processed
11577,20942,Missing Item,99999,Rejected
11578,10383,Wrong Item,-200,Rejected
11579,21519,damaged,1496,processed
11580,70151,Missing Item,3982,PENDING
11581,35460,,-200,Pending
11582,18446,WRONG,964,PENDING
11583,853,damaged,4005,PENDING
11584,32157,,3781,Processed
11585,17929,WRONG,-200,Pending
11586,40073,,99999,Pending
11587,70648,,2406,processed
11588,8410,WRONG,99999,Rejected
11589,14400,Missing Item,4060,Processed
11590,49010,Missing Item,-200,processed
11591,83480,,196,processed
11592,39976,WRONG,0,Pending
11593,41092,Late Delivery,1483,processed
11594,90377,,99999,Processed
11595,87112,Wrong Item,99999,Pending
11596,37019,Damaged,99999,processed
11597,99018,damaged,3740,Processed
11598,18135,Missing Item,3947,Pending
11599,60254,WRONG,-200,processed
11600,86419,WRONG,0,Rejected
11601,69996,damaged,1790,Processed
11602,31263,Wrong Item,99999,Rejected
11603,81542,WRONG,99999,processed
11604,24595,damaged,-200,PENDING
11605,5714,,4129,Processed
11606,62783,Wrong Item,3302,Pending
11607,23021,WRONG,3731,Pending
11608,29967,Late Delivery,851,processed
11609,18888,,99999,PENDING
11610,79078,Late Delivery,-200,PENDING
11611,84089,,99999,processed
11612,99779,,0,PENDING
11613,69143,Missing Item,-200,Processed
11614,67861,Damaged,0,PENDING
11615,7574,damaged,0,Pending
11616,4470,,99999,Processed
11617,87258,damaged,99999,Pending
11618,22109,Late Delivery,4772,Processed
11619,89164,,-200,Rejected
11620,38606,WRONG,99999,Rejected
11621,2998,,0,Pending
11622,29174,Missing Item,99999,Pending
11623,41163,WRONG,829,Processed
11624,85701,WRONG,-200,Processed
11625,40916,Missing Item,-200,processed
11626,44052,,-200,Pending
11627,27126,WRONG,99999,Pending
11628,22434,,0,PENDING
11629,75003,Wrong Item,4783,PENDING
11630,45098,Missing Item,-200,Pending
11631,77977,Damaged,-200,PENDING
11632,26612,damaged,99999,PENDING
11633,95006,Wrong Item,99999,Rejected
11634,83212,WRONG,2177,PENDING
11635,33523,Late Delivery,3927,Pending
11636,63186,Missing Item,359,PENDING
11637,69696,damaged,99999,PENDING
11638,25533,WRONG,-200,Processed
11639,24730,Late Delivery,99999,Processed
11640,82646,WRONG,0,Rejected
11641,52044,damaged,-200,PENDING
11642,12547,damaged,1140,processed
11643,39415,damaged,-200,Rejected
11644,80639,Late Delivery,-200,Rejected
11645,85035,Missing Item,2463,PENDING
11646,1816,,0,PENDING
11647,3692,Damaged,0,PENDING
11648,27695,WRONG,99999,Pending
11649,64521,WRONG,0,Pending
11650,79969,,99999,Pending
11651,29451,Late Delivery,-200,Rejected
11652,78587,Wrong Item,738,processed
11653,91152,Wrong Item,4278,Processed
11654,47092,Missing Item,99999,processed
11655,5478,Late Delivery,-200,PENDING
11656,26721,WRONG,-200,PENDING
11657,41369,Wrong Item,707,processed
11658,64877,Wrong Item,1310,Pending
11659,41362,Damaged,0,PENDING
11660,16354,Wrong Item,99999,Pending
11661,40067,damaged,672,PENDING
11662,30666,Late Delivery,2932,Rejected
11663,28626,Damaged,0,Pending
11664,79855,Missing Item,881,PENDING
11665,25032,Late Delivery,667,Pending
11666,46269,Damaged,-200,PENDING
11667,26894,WRONG,2250,Pending
11668,34778,Wrong Item,2278,Rejected
11669,32862,Missing Item,-200,PENDING
11670,8877,Damaged,838,Rejected
11671,79023,Late Delivery,0,Rejected
11672,4706,Late Delivery,1377,Processed
11673,89821,Late Delivery,2178,Pending
11674,96830,Damaged,2445,processed
11675,77348,Wrong Item,-200,processed
11676,4451,Damaged,3921,Processed
11677,81028,Wrong Item,1865,processed
11678,93341,WRONG,0,Processed
11679,69385,Damaged,4047,Pending
11680,34352,Missing Item,3395,processed
11681,53669,Damaged,0,processed
11682,88177,Late Delivery,886,Pending
11683,87022,Missing Item,0,Processed
11684,34004,,-200,PENDING
11685,95625,WRONG,3982,processed
11686,30191,Missing Item,99999,Pending
11687,9546,,99999,Pending
11688,83817,Late Delivery,3154,PENDING
11689,97520,Missing Item,2132,Pending
11690,49407,damaged,99999,processed
11691,52669,Wrong Item,3979,Processed
11692,83575,Missing Item,4934,processed
11693,57983,Damaged,-200,Processed
11694,33551,Missing Item,2458,processed
11695,13115,WRONG,1880,PENDING
11696,82291,Late Delivery,99999,Processed
11697,12973,Damaged,258,processed
11698,8392,,1204,processed
11699,67135,Damaged,-200,Pending
11700,17293,Missing Item,99999,Pending
11701,5021,Wrong Item,4891,Pending
11702,11692,WRONG,0,Rejected
11703,58576,Wrong Item,99999,Processed
11704,89319,,0,Processed
11705,52860,,3703,processed
11706,62501,Wrong Item,1384,Pending
11707,90009,WRONG,1935,PENDING
11708,76131,Wrong Item,4876,Pending
11709,53321,damaged,3643,Processed
11710,4002,damaged,3164,processed
11711,41382,Damaged,145,Pending
11712,97627,Wrong Item,1191,PENDING
11713,68662,WRONG,0,Processed
11714,19817,Late Delivery,0,Processed
11715,78741,WRONG,4907,PENDING
11716,66506,,0,processed
11717,55369,Wrong Item,99999,Pending
11718,46554,Damaged,-200,processed
11719,21760,WRONG,99999,PENDING
11720,64607,Wrong Item,99999,Rejected
11721,95848,WRONG,-200,PENDING
11722,25545,WRONG,99999,Rejected
11723,50409,WRONG,0,processed
11724,64275,Wrong Item,881,PENDING
11725,28664,Missing Item,-200,Pending
11726,26136,damaged,0,Rejected
11727,48004,Wrong Item,0,processed
11728,62620,damaged,164,Rejected
11729,27016,Wrong Item,666,processed
11730,70287,Wrong Item,3087,Pending
11731,98500,WRONG,99999,Rejected
11732,30543,Wrong Item,-200,Pending
11733,93894,Late Delivery,4148,Processed
11734,68564,Wrong Item,99999,Pending
11735,2550,Late Delivery,1272,processed
11736,6365,Damaged,1273,Processed
11737,30831,Damaged,99999,processed
11738,67910,,-200,Processed
11739,13548,WRONG,99999,Rejected
11740,23256,Damaged,99999,PENDING
11741,75108,,99999,Pending
11742,12436,Damaged,-200,PENDING
11743,38003,Missing Item,99999,Processed
11744,94413,WRONG,2454,Rejected
11745,93473,Missing Item,4245,PENDING
11746,31321,WRONG,0,PENDING
11747,93876,Late Delivery,99999,Processed
11748,71331,,4541,Processed
11749,59085,Missing Item,4397,Pending
11750,33060,damaged,2806,processed
11751,10708,damaged,3307,Rejected
11752,96415,Missing Item,4439,Pending
11753,49355,,-200,Pending
11754,28717,WRONG,1291,PENDING
11755,10647,,-200,PENDING
11756,89203,Late Delivery,99999,processed
11757,37504,Missing Item,0,Rejected
11758,73650,Late Delivery,-200,Pending
11759,16661,,3418,PENDING
11760,32227,Damaged,0,Pending
11761,96313,Damaged,-200,PENDING
11762,10729,WRONG,3255,PENDING
11763,91931,Damaged,0,PENDING
11764,30572,WRONG,0,PENDING
11765,80804,,-200,Pending
11766,1346,Missing Item,3779,Pending
11767,14540,Missing Item,99999,Rejected
11768,20613,Missing Item,0,processed
11769,66277,damaged,-200,PENDING
11770,38711,Damaged,99999,processed
11771,4493,Late Delivery,-200,processed
11772,14860,Late Delivery,99999,PENDING
11773,92171,WRONG,0,Processed
11774,52792,,4687,PENDING
11775,59487,WRONG,2522,Processed
11776,4688,Missing Item,2977,PENDING
11777,54185,Missing Item,99999,PENDING
11778,65614,Late Delivery,-200,Rejected
11779,12983,,99999,Pending
11780,27985,Missing Item,99999,processed
11781,54867,Late Delivery,-200,processed
11782,6624,Wrong Item,-200,Pending
11783,64788,damaged,4790,processed
11784,3279,damaged,-200,processed
11785,70512,WRONG,3179,Pending
11786,67887,Damaged,2127,PENDING
11787,28938,Missing Item,0,Rejected
11788,48050,Damaged,99999,Rejected
11789,84830,Damaged,4107,PENDING
11790,72448,Damaged,0,Pending
11791,69653,Damaged,4682,Processed
11792,88984,Wrong Item,-200,PENDING
11793,87663,damaged,99999,PENDING
11794,58879,Damaged,0,Pending
11795,8050,WRONG,1809,Pending
11796,94066,,2811,Pending
11797,90653,WRONG,0,Pending
11798,98640,,0,Pending
11799,17249,Late Delivery,-200,Pending
11800,23195,damaged,99999,Pending
11801,31133,WRONG,2648,Processed
11802,90457,Damaged,118,Pending
11803,40956,,2231,Processed
11804,26140,Late Delivery,0,processed
11805,22283,Missing Item,-200,processed
11806,62989,Wrong Item,453,PENDING
11807,30268,Missing Item,1615,PENDING
11808,59196,WRONG,4502,Rejected
11809,81998,,4692,processed
11810,65279,Damaged,0,processed
11811,69094,Late Delivery,99999,PENDING
11812,34867,damaged,1892,Pending
11813,42017,Wrong Item,-200,Processed
11814,32477,damaged,2151,Processed
11815,21352,WRONG,306,Processed
11816,4783,WRONG,-200,processed
11817,33852,damaged,-200,Processed
11818,13825,Late Delivery,-200,Processed
11819,41419,WRONG,1096,Processed
11820,58519,Damaged,1941,Processed
11821,60258,Late Delivery,3073,processed
11822,12024,,2159,Rejected
11823,80070,Damaged,99999,processed
11824,47248,Damaged,-200,Processed
11825,8,Wrong Item,2636,Rejected
11826,31667,Late Delivery,4340,processed
11827,7686,,0,Pending
11828,99266,Wrong Item,-200,Rejected
11829,38056,Late Delivery,3054,Rejected
11830,50676,Missing Item,4094,processed
11831,54092,,899,Pending
11832,41514,Missing Item,-200,Rejected
11833,71475,Late Delivery,0,processed
11834,98592,Damaged,2944,Pending
11835,44535,,3889,Pending
11836,91411,Wrong Item,4369,Processed
11837,95618,Damaged,4528,Rejected
11838,85485,Damaged,1377,PENDING
11839,11148,damaged,4697,Rejected
11840,44439,Wrong Item,-200,Pending
11841,32383,Missing Item,99999,Rejected
11842,93885,,3322,processed
11843,88525,Damaged,0,processed
11844,23571,Late Delivery,4874,Rejected
11845,99313,Late Delivery,-200,PENDING
11846,37216,WRONG,3265,Processed
11847,21330,Damaged,0,Pending
11848,2887,Damaged,99999,PENDING
11849,24109,Damaged,-200,Pending
11850,68413,Missing Item,0,Processed
11851,37601,Missing Item,2238,Pending
11852,8358,Wrong Item,1824,PENDING
11853,81812,damaged,1258,Processed
11854,69832,damaged,4746,PENDING
11855,98354,Missing Item,4522,PENDING
11856,64544,Wrong Item,-200,processed
11857,39637,damaged,2226,Rejected
11858,1877,Damaged,1423,Processed
11859,77283,WRONG,2346,PENDING
11860,62601,Late Delivery,0,Processed
11861,41318,Missing Item,3747,Processed
11862,80175,damaged,4497,Pending
11863,79554,Late Delivery,-200,Rejected
11864,58030,Missing Item,1941,Pending
11865,30906,,0,PENDING
11866,91275,Wrong Item,-200,Rejected
11867,24208,Damaged,99999,PENDING
11868,46043,Damaged,0,processed
11869,182,,1850,Rejected
11870,43672,Missing Item,2137,Rejected
11871,93518,Wrong Item,99999,Rejected
11872,54994,Wrong Item,3324,Rejected
11873,83401,,0,processed
11874,17860,,99999,PENDING
11875,31553,Wrong Item,3515,PENDING
11876,80722,,-200,PENDING
11877,26595,Wrong Item,1199,Pending
11878,79877,,99999,Processed
11879,61171,Wrong Item,1085,Processed
11880,13553,Late Delivery,99999,Rejected
11881,26127,damaged,0,Pending
11882,7676,WRONG,4811,PENDING
11883,93633,Wrong Item,-200,PENDING
11884,19906,Late Delivery,0,processed
11885,5064,Damaged,99999,Pending
11886,33017,Damaged,99999,Rejected
11887,42389,WRONG,0,Rejected
11888,45052,WRONG,1401,Processed
11889,90687,damaged,2788,PENDING
11890,74144,Late Delivery,717,Processed
11891,57592,Late Delivery,4531,processed
11892,62948,WRONG,-200,Pending
11893,50171,,-200,PENDING
11894,75283,Missing Item,244,PENDING
11895,86426,,-200,Rejected
11896,70556,damaged,99999,Pending
11897,6729,Missing Item,4961,Processed
11898,27422,Missing Item,0,Rejected
11899,35545,Wrong Item,1735,Pending
11900,41743,Missing Item,1944,Rejected
11901,22098,Late Delivery,237,Rejected
11902,34290,Damaged,-200,Pending
11903,23082,Damaged,4772,Pending
11904,2337,Missing Item,0,Pending
11905,51390,Missing Item,2383,PENDING
11906,76082,WRONG,99999,processed
11907,15552,,99999,Pending
11908,41857,WRONG,2374,Rejected
11909,82048,,4338,Pending
11910,88315,Wrong Item,-200,Rejected
11911,15905,Damaged,0,processed
11912,48383,Missing Item,-200,Rejected
11913,8622,,-200,Rejected
11914,77045,Late Delivery,99999,PENDING
11915,30173,Wrong Item,0,processed
11916,61455,Wrong Item,925,Rejected
11917,42985,Late Delivery,0,Pending
11918,48479,,99999,Processed
11919,93053,Wrong Item,3766,Processed
11920,55005,,4667,Rejected
11921,65743,,0,processed
11922,3590,Wrong Item,4553,Pending
11923,75316,damaged,0,processed
11924,34328,damaged,0,Pending
11925,3162,Damaged,99999,Pending
11926,71248,damaged,2557,Pending
11927,73039,damaged,99999,PENDING
11928,30001,Wrong Item,0,Processed
11929,70073,damaged,-200,Processed
11930,39559,Damaged,0,PENDING
11931,44800,WRONG,710,processed
11932,8785,Late Delivery,1585,Processed
11933,31030,Damaged,4854,PENDING
11934,19985,damaged,817,Pending
11935,38847,damaged,0,PENDING
11936,62020,WRONG,99999,PENDING
11937,46637,Late Delivery,99999,PENDING
11938,31661,WRONG,4987,processed
11939,25909,Late Delivery,3432,Rejected
11940,35928,WRONG,4752,PENDING
11941,45796,Missing Item,4846,Rejected
11942,46500,WRONG,3605,Processed
11943,96724,Late Delivery,4685,Processed
11944,84809,Wrong Item,877,Processed
11945,22107,Damaged,0,Processed
11946,36356,,99999,PENDING
11947,84756,Wrong Item,99999,PENDING
11948,20122,WRONG,0,Rejected
11949,26556,WRONG,99999,processed
11950,45065,Missing Item,1802,Rejected
11951,5831,Missing Item,0,PENDING
11952,17814,,-200,Pending
11953,2027,Wrong Item,4590,PENDING
11954,62621,Missing Item,-200,processed
11955,57235,,0,Rejected
11956,64431,Damaged,3097,processed
11957,32777,Late Delivery,493,processed
11958,21838,,4178,Processed
11959,1395,,-200,Rejected
11960,28505,Missing Item,-200,Processed
11961,96785,,99999,Processed
11962,34157,WRONG,4847,Pending
11963,1217,Late Delivery,2795,Processed
11964,20076,WRONG,1376,Pending
11965,29324,Wrong Item,99999,Processed
11966,12623,Damaged,247,Processed
11967,48254,,0,Pending
11968,79612,Damaged,592,Pending
11969,29310,damaged,0,Processed
11970,42486,,0,Rejected
11971,78974,,0,processed
11972,83202,damaged,1947,Pending
11973,67823,WRONG,99999,Processed
11974,13656,Late Delivery,0,PENDING
11975,45198,Wrong Item,4481,Pending
11976,27666,Damaged,99999,Rejected
11977,82047,damaged,1239,processed
11978,60502,Missing Item,1002,processed
11979,12775,damaged,99999,Rejected
11980,42656,damaged,2557,Pending
11981,68549,,261,Pending
11982,76775,Damaged,3909,processed
11983,54536,Missing Item,0,Rejected
11984,49844,Missing Item,99999,Pending
11985,44175,WRONG,457,Pending
11986,14600,Missing Item,0,Processed
11987,81752,,3962,PENDING
11988,9825,Missing Item,99999,Rejected
11989,94617,Wrong Item,3226,PENDING
11990,55339,Damaged,0,PENDING
11991,74366,damaged,1731,Rejected
11992,19570,damaged,4979,PENDING
11993,77261,Wrong Item,1879,processed
11994,17400,WRONG,3129,PENDING
11995,36766,Damaged,4422,processed
11996,13940,,1046,Processed
11997,3466,WRONG,1402,Pending
11998,90078,Late Delivery,-200,Pending
11999,35799,Missing Item,2368,PENDING
12000,51109,,99999,Processed
12001,85598,WRONG,1702,Pending
12002,55178,Damaged,0,Pending
12003,57005,WRONG,490,Rejected
12004,23447,Missing Item,4035,Processed
12005,81448,Late Delivery,-200,Processed
12006,36010,Missing Item,-200,processed
12007,53948,damaged,873,Processed
12008,25754,WRONG,99999,PENDING
12009,92523,Wrong Item,-200,Rejected
12010,99194,damaged,-200,Processed
12011,54819,Wrong Item,99999,Pending
12012,19608,WRONG,-200,Rejected
12013,38550,,4296,Processed
12014,91654,Wrong Item,-200,PENDING
12015,50437,Wrong Item,99999,processed
12016,64676,Missing Item,889,Processed
12017,82902,Wrong Item,3063,Processed
12018,45296,Damaged,4667,Rejected
12019,50076,Wrong Item,1302,processed
12020,81436,damaged,-200,Processed
12021,80820,Damaged,0,Pending
12022,27137,damaged,99999,Pending
12023,70687,Late Delivery,2177,PENDING
12024,39597,Wrong Item,2894,Rejected
12025,17634,Damaged,3394,Rejected
12026,64735,Wrong Item,3875,processed
12027,99962,Damaged,1953,PENDING
12028,14167,Damaged,1895,processed
12029,79064,,3276,processed
12030,64775,Damaged,99999,PENDING
12031,148,Late Delivery,99999,Pending
12032,18294,Damaged,1490,processed
12033,84789,Wrong Item,2198,processed
12034,49707,Wrong Item,3869,PENDING
12035,99616,Late Delivery,2802,Pending
12036,13420,Damaged,99999,Processed
12037,43920,Wrong Item,2004,Rejected
12038,31517,Late Delivery,-200,PENDING
12039,62789,damaged,99999,Pending
12040,63209,Wrong Item,129,processed
12041,76178,Missing Item,2452,Pending
12042,44532,WRONG,334,PENDING
12043,53821,Late Delivery,0,Pending
12044,29223,Late Delivery,3795,Rejected
12045,75338,Late Delivery,0,processed
12046,7113,Damaged,4179,Processed
12047,77434,WRONG,2904,Rejected
12048,10692,Damaged,99999,PENDING
12049,70121,WRONG,3537,PENDING
12050,74100,Late Delivery,-200,Rejected
12051,74003,Wrong Item,3109,Processed
12052,71688,Wrong Item,4915,processed
12053,81661,Damaged,2907,PENDING
12054,5029,Wrong Item,4887,processed
12055,84068,Damaged,4766,processed
12056,31297,WRONG,275,Processed
12057,21475,WRONG,2518,Processed
12058,34694,,-200,Processed
12059,8036,,99999,Processed
12060,33647,Missing Item,0,Pending
12061,26722,damaged,99999,Pending
12062,92656,Late Delivery,-200,Pending
12063,88620,damaged,3701,Processed
12064,78121,Wrong Item,4753,processed
12065,98011,Damaged,99999,PENDING
12066,47272,Missing Item,99999,Rejected
12067,47575,damaged,477,PENDING
12068,48422,Wrong Item,3572,PENDING
12069,46232,Late Delivery,688,PENDING
12070,85125,Damaged,-200,Processed
12071,19876,Missing Item,3052,PENDING
12072,31797,damaged,99999,Rejected
12073,87009,Late Delivery,-200,PENDING
12074,15345,damaged,0,processed
12075,46590,Late Delivery,-200,processed
12076,79630,Missing Item,2270,Processed
12077,32009,Damaged,-200,processed
12078,60602,damaged,99999,processed
12079,62725,,0,PENDING
12080,5273,damaged,3121,Processed
12081,97392,Missing Item,99999,Pending
12082,71661,WRONG,-200,processed
12083,85542,Late Delivery,1767,processed
12084,88422,WRONG,1444,PENDING
12085,64116,Late Delivery,99999,Pending
12086,56331,Wrong Item,3564,processed
12087,54343,Damaged,-200,PENDING
12088,94462,damaged,0,PENDING
12089,18428,,-200,Pending
12090,20491,Missing Item,99999,Pending
12091,24715,Missing Item,4574,Rejected
12092,33585,Late Delivery,4873,Processed
12093,53738,damaged,-200,PENDING
12094,26816,damaged,-200,Processed
12095,24896,WRONG,-200,Rejected
12096,7076,damaged,3698,Processed
12097,36214,,4214,Rejected
12098,83980,damaged,2525,PENDING
12099,49972,Wrong Item,0,Pending
12100,90742,Wrong Item,-200,Pending
12101,70774,Damaged,0,Pending
12102,62597,Late Delivery,291,Pending
12103,56474,Wrong Item,2793,PENDING
12104,10121,WRONG,2381,processed
12105,9209,Wrong Item,3276,PENDING
12106,94805,Damaged,-200,processed
12107,31930,damaged,-200,Pending
12108,39644,Missing Item,-200,processed
12109,77397,Late Delivery,-200,processed
12110,17885,Missing Item,0,Rejected
12111,40311,damaged,-200,Pending
12112,95003,damaged,4654,Pending
12113,86577,Wrong Item,2266,Rejected
12114,14584,WRONG,-200,processed
12115,62178,Late Delivery,1257,Processed
12116,39825,Wrong Item,-200,PENDING
12117,25402,Missing Item,0,processed
12118,84961,Damaged,99999,PENDING
12119,98042,damaged,0,Pending
12120,74697,,-200,Rejected
12121,16666,Damaged,-200,Rejected
12122,70977,damaged,2472,processed
12123,92063,,99999,Rejected
12124,20965,Wrong Item,0,processed
12125,82658,Damaged,1248,PENDING
12126,21519,Late Delivery,1754,Rejected
12127,48708,Missing Item,0,Processed
12128,79680,Missing Item,-200,Rejected
12129,56144,Wrong Item,1969,processed
12130,40720,Wrong Item,4909,Processed
12131,99890,Late Delivery,3118,Rejected
12132,11468,,99999,Rejected
12133,49874,WRONG,0,PENDING
12134,23315,Damaged,99999,PENDING
12135,13120,Wrong Item,-200,PENDING
12136,21573,Missing Item,-200,PENDING
12137,72626,Wrong Item,0,Processed
12138,22688,Damaged,99999,Pending
12139,96531,WRONG,231,Processed
12140,61810,Missing Item,0,Processed
12141,35178,damaged,99999,processed
12142,26723,WRONG,0,PENDING
12143,79803,,-200,processed
12144,12820,Damaged,99999,PENDING
12145,54117,,0,Processed
12146,63384,Late Delivery,0,PENDING
12147,15182,Late Delivery,-200,Rejected
12148,88558,,486,Processed
12149,77533,damaged,-200,PENDING
12150,99624,Damaged,-200,processed
12151,65924,Wrong Item,4142,Pending
12152,49142,Wrong Item,-200,Pending
12153,13910,Late Delivery,3556,Pending
12154,55676,Damaged,3351,PENDING
12155,84892,Missing Item,-200,Pending
12156,66120,,1211,Rejected
12157,67056,Damaged,-200,processed
12158,68336,Wrong Item,3066,Rejected
12159,23648,Wrong Item,99999,Pending
12160,60329,Damaged,3173,Pending
12161,65412,Wrong Item,4643,Rejected
12162,74122,,99999,PENDING
12163,81761,,4189,Processed
12164,30287,,0,PENDING
12165,70465,Wrong Item,-200,processed
12166,34079,WRONG,99999,Rejected
12167,49656,WRONG,2264,Processed
12168,2188,Late Delivery,-200,Pending
12169,23897,Missing Item,99999,Rejected
12170,14027,,-200,Rejected
12171,96832,Damaged,99999,Rejected
12172,99668,Missing Item,3366,Pending
12173,99418,damaged,0,Rejected
12174,3964,Missing Item,0,Processed
12175,91071,,99999,Pending
12176,49866,WRONG,99999,Rejected
12177,97327,WRONG,1857,Pending
12178,39871,Late Delivery,4637,Processed
12179,72779,Wrong Item,0,PENDING
12180,62186,Wrong Item,3194,Pending
12181,74214,Missing Item,1608,processed
12182,69132,WRONG,2955,Pending
12183,49610,Wrong Item,4124,Rejected
12184,4976,damaged,0,processed
12185,99312,,3601,PENDING
12186,97905,WRONG,0,PENDING
12187,78449,damaged,99999,PENDING
12188,37191,Late Delivery,99999,PENDING
12189,52251,WRONG,0,Processed
12190,70103,Wrong Item,99999,Pending
12191,29648,Damaged,3720,PENDING
12192,90472,Damaged,1588,Processed
12193,18781,WRONG,0,PENDING
12194,82093,Wrong Item,1528,processed
12195,62395,Damaged,0,Rejected
12196,27508,Wrong Item,0,processed
12197,5772,damaged,99999,PENDING
12198,74479,,2786,PENDING
12199,44469,,1550,Pending
12200,7410,Damaged,4866,processed
12201,66433,Damaged,0,Processed
12202,26475,Damaged,0,PENDING
12203,13056,damaged,99999,processed
12204,15196,WRONG,99999,processed
12205,92959,Damaged,99999,Processed
12206,37914,Missing Item,4078,Pending
12207,74091,Damaged,1030,Processed
12208,43224,Wrong Item,-200,Rejected
12209,50416,damaged,0,Rejected
12210,8176,Wrong Item,99999,processed
12211,29170,Wrong Item,0,Pending
12212,18688,WRONG,4587,Rejected
12213,80685,damaged,99999,Pending
12214,97733,damaged,140,processed
12215,2032,Damaged,2491,Processed
12216,82255,,0,Pending
12217,66776,Wrong Item,1647,Pending
12218,31544,Damaged,3971,PENDING
12219,18828,WRONG,2792,processed
12220,91163,Missing Item,4836,processed
12221,72170,WRONG,4256,processed
12222,99355,Late Delivery,-200,Processed
12223,19750,,0,Rejected
12224,33434,Missing Item,-200,Rejected
12225,41823,Wrong Item,1035,processed
12226,90042,damaged,99999,PENDING
12227,28387,Missing Item,99999,PENDING
12228,43207,damaged,4984,Processed
12229,15871,WRONG,829,Processed
12230,72154,,731,PENDING
12231,95811,WRONG,99999,processed
12232,82646,damaged,-200,Pending
12233,21897,Wrong Item,-200,PENDING
12234,81237,Wrong Item,1756,processed
12235,66274,Wrong Item,99999,processed
12236,53718,Late Delivery,1745,Pending
12237,35678,Late Delivery,2113,Rejected
12238,71510,Missing Item,2798,PENDING
12239,67132,Late Delivery,-200,Rejected
12240,45874,WRONG,2430,Rejected
12241,13932,Missing Item,0,processed
